season,race_name,circuitId,driver,constructor,qualifying_position,final_position,podium
2018,Chinese Grand Prix,17,HAR,Toro Rosso,15,20,0
2018,Azerbaijan Grand Prix,73,HAM,Mercedes,2,1,1
2018,Azerbaijan Grand Prix,73,RAI,Ferrari,6,2,1
2018,Azerbaijan Grand Prix,73,PER,Force India,8,3,1
2018,Azerbaijan Grand Prix,73,VET,Ferrari,1,4,0
2018,Azerbaijan Grand Prix,73,SAI,Renault,9,5,0
2018,Azerbaijan Grand Prix,73,LEC,Sauber,13,6,0
2018,Azerbaijan Grand Prix,73,ALO,McLaren,12,7,0
2018,Azerbaijan Grand Prix,73,STR,Williams,10,8,0
2018,Azerbaijan Grand Prix,73,VAN,McLaren,16,9,0
2018,Azerbaijan Grand Prix,73,HAR,Toro Rosso,19,10,0
2018,Azerbaijan Grand Prix,73,ERI,Sauber,18,11,0
2018,Azerbaijan Grand Prix,73,GAS,Toro Rosso,17,12,0
2018,Azerbaijan Grand Prix,73,MAG,Haas F1 Team,15,13,0
2018,Azerbaijan Grand Prix,73,BOT,Mercedes,3,R,0
2018,Azerbaijan Grand Prix,73,GRO,Haas F1 Team,20,R,0
2018,Azerbaijan Grand Prix,73,VER,Red Bull,5,R,0
2018,Azerbaijan Grand Prix,73,RIC,Red Bull,4,R,0
2018,Azerbaijan Grand Prix,73,HUL,Renault,14,R,0
2018,Azerbaijan Grand Prix,73,OCO,Force India,7,R,0
2018,Azerbaijan Grand Prix,73,SIR,Williams,11,R,0
2018,Spanish Grand Prix,4,HAM,Mercedes,1,1,1
2018,Spanish Grand Prix,4,BOT,Mercedes,2,2,1
2018,Spanish Grand Prix,4,VER,Red Bull,5,3,1
2018,Spanish Grand Prix,4,VET,Ferrari,3,4,0
2018,Spanish Grand Prix,4,RIC,Red Bull,6,5,0
2018,Spanish Grand Prix,4,MAG,Haas F1 Team,7,6,0
2018,Spanish Grand Prix,4,SAI,Renault,9,7,0
2018,Spanish Grand Prix,4,ALO,McLaren,8,8,0
2018,Spanish Grand Prix,4,PER,Force India,15,9,0
2018,Spanish Grand Prix,4,LEC,Sauber,14,10,0
2018,Spanish Grand Prix,4,STR,Williams,18,11,0
2018,Spanish Grand Prix,4,HAR,Toro Rosso,20,12,0
2018,Spanish Grand Prix,4,ERI,Sauber,17,13,0
2018,Spanish Grand Prix,4,SIR,Williams,19,14,0
2018,Spanish Grand Prix,4,VAN,McLaren,11,R,0
2018,Spanish Grand Prix,4,OCO,Force India,13,R,0
2018,Spanish Grand Prix,4,RAI,Ferrari,4,R,0
2018,Spanish Grand Prix,4,GRO,Haas F1 Team,10,R,0
2018,Spanish Grand Prix,4,GAS,Toro Rosso,12,R,0
2018,Spanish Grand Prix,4,HUL,Renault,16,R,0
2018,Monaco Grand Prix,6,RIC,Red Bull,1,1,1
2018,Monaco Grand Prix,6,VET,Ferrari,2,2,1
2018,Monaco Grand Prix,6,HAM,Mercedes,3,3,1
2018,Monaco Grand Prix,6,RAI,Ferrari,4,4,0
2018,Monaco Grand Prix,6,BOT,Mercedes,5,5,0
2018,Monaco Grand Prix,6,OCO,Force India,6,6,0
2018,Monaco Grand Prix,6,GAS,Toro Rosso,10,7,0
2018,Monaco Grand Prix,6,HUL,Renault,11,8,0
2018,Monaco Grand Prix,6,VER,Red Bull,20,9,0
2018,Monaco Grand Prix,6,SAI,Renault,8,10,0
2018,Monaco Grand Prix,6,ERI,Sauber,16,11,0
2018,Monaco Grand Prix,6,PER,Force India,9,12,0
2018,Monaco Grand Prix,6,MAG,Haas F1 Team,19,13,0
2018,Monaco Grand Prix,6,VAN,McLaren,12,14,0
2018,Monaco Grand Prix,6,GRO,Haas F1 Team,18,15,0
2018,Monaco Grand Prix,6,SIR,Williams,13,16,0
2018,Monaco Grand Prix,6,STR,Williams,17,17,0
2018,Monaco Grand Prix,6,LEC,Sauber,14,R,0
2018,Monaco Grand Prix,6,HAR,Toro Rosso,15,R,0
2018,Monaco Grand Prix,6,ALO,McLaren,7,R,0
2018,Canadian Grand Prix,7,VET,Ferrari,1,1,1
2018,Canadian Grand Prix,7,BOT,Mercedes,2,2,1
2018,Canadian Grand Prix,7,VER,Red Bull,3,3,1
2018,Canadian Grand Prix,7,RIC,Red Bull,6,4,0
2018,Canadian Grand Prix,7,HAM,Mercedes,4,5,0
2018,Canadian Grand Prix,7,RAI,Ferrari,5,6,0
2018,Canadian Grand Prix,7,HUL,Renault,7,7,0
2018,Canadian Grand Prix,7,SAI,Renault,9,8,0
2018,Canadian Grand Prix,7,OCO,Force India,8,9,0
2018,Canadian Grand Prix,7,LEC,Sauber,13,10,0
2018,Canadian Grand Prix,7,GAS,Toro Rosso,16,11,0
2018,Canadian Grand Prix,7,GRO,Haas F1 Team,20,12,0
2018,Canadian Grand Prix,7,MAG,Haas F1 Team,11,13,0
2018,Canadian Grand Prix,7,PER,Force India,10,14,0
2018,Canadian Grand Prix,7,ERI,Sauber,19,15,0
2018,Canadian Grand Prix,7,VAN,McLaren,15,16,0
2018,Canadian Grand Prix,7,SIR,Williams,18,17,0
2018,Canadian Grand Prix,7,ALO,McLaren,14,R,0
2018,Canadian Grand Prix,7,HAR,Toro Rosso,12,R,0
2018,Canadian Grand Prix,7,STR,Williams,17,R,0
2018,French Grand Prix,34,HAM,Mercedes,1,1,1
2018,French Grand Prix,34,VER,Red Bull,4,2,1
2018,French Grand Prix,34,RAI,Ferrari,6,3,1
2018,French Grand Prix,34,RIC,Red Bull,5,4,0
2018,French Grand Prix,34,VET,Ferrari,3,5,0
2018,French Grand Prix,34,MAG,Haas F1 Team,9,6,0
2018,French Grand Prix,34,BOT,Mercedes,2,7,0
2018,French Grand Prix,34,SAI,Renault,7,8,0
2018,French Grand Prix,34,HUL,Renault,12,9,0
2018,French Grand Prix,34,LEC,Sauber,8,10,0
2018,French Grand Prix,34,GRO,Haas F1 Team,10,11,0
2018,French Grand Prix,34,VAN,McLaren,17,12,0
2018,French Grand Prix,34,ERI,Sauber,15,13,0
2018,French Grand Prix,34,HAR,Toro Rosso,20,14,0
2018,French Grand Prix,34,SIR,Williams,18,15,0
2018,French Grand Prix,34,ALO,McLaren,16,16,0
2018,French Grand Prix,34,STR,Williams,19,17,0
2018,French Grand Prix,34,PER,Force India,13,R,0
2018,French Grand Prix,34,OCO,Force India,11,R,0
2018,French Grand Prix,34,GAS,Toro Rosso,14,R,0
2018,Austrian Grand Prix,70,VER,Red Bull,4,1,1
2018,Austrian Grand Prix,70,RAI,Ferrari,3,2,1
2018,Austrian Grand Prix,70,VET,Ferrari,6,3,1
2018,Austrian Grand Prix,70,GRO,Haas F1 Team,5,4,0
2018,Austrian Grand Prix,70,MAG,Haas F1 Team,8,5,0
2018,Austrian Grand Prix,70,OCO,Force India,11,6,0
2018,Austrian Grand Prix,70,PER,Force India,16,7,0
2018,Austrian Grand Prix,70,ALO,McLaren,13,8,0
2018,Austrian Grand Prix,70,LEC,Sauber,18,9,0
2018,Austrian Grand Prix,70,ERI,Sauber,20,10,0
2018,Austrian Grand Prix,70,GAS,Toro Rosso,12,11,0
2018,Austrian Grand Prix,70,SAI,Renault,9,12,0
2018,Austrian Grand Prix,70,SIR,Williams,17,13,0
2018,Austrian Grand Prix,70,STR,Williams,14,14,0
2018,Austrian Grand Prix,70,VAN,McLaren,15,15,0
2018,Austrian Grand Prix,70,HAM,Mercedes,2,R,0
2018,Austrian Grand Prix,70,HAR,Toro Rosso,19,R,0
2018,Austrian Grand Prix,70,RIC,Red Bull,7,R,0
2018,Austrian Grand Prix,70,BOT,Mercedes,1,R,0
2018,Austrian Grand Prix,70,HUL,Renault,10,R,0
2018,British Grand Prix,9,VET,Ferrari,2,1,1
2018,British Grand Prix,9,HAM,Mercedes,1,2,1
2018,British Grand Prix,9,RAI,Ferrari,3,3,1
2018,British Grand Prix,9,BOT,Mercedes,4,4,0
2018,British Grand Prix,9,RIC,Red Bull,6,5,0
2018,British Grand Prix,9,HUL,Renault,11,6,0
2018,British Grand Prix,9,OCO,Force India,10,7,0
2018,British Grand Prix,9,ALO,McLaren,13,8,0
2018,British Grand Prix,9,MAG,Haas F1 Team,7,9,0
2018,British Grand Prix,9,PER,Force India,12,10,0
2018,British Grand Prix,9,VAN,McLaren,17,11,0
2018,British Grand Prix,9,STR,Williams,19,12,0
2018,British Grand Prix,9,GAS,Toro Rosso,14,13,0
2018,British Grand Prix,9,SIR,Williams,18,14,0
2018,British Grand Prix,9,HAR,Toro Rosso,11,R,0
2018,British Grand Prix,9,VER,Red Bull,5,R,0
2018,British Grand Prix,9,GRO,Haas F1 Team,8,R,0
2018,British Grand Prix,9,SAI,Renault,16,R,0
2018,British Grand Prix,9,ERI,Sauber,15,R,0
2018,British Grand Prix,9,LEC,Sauber,9,R,0
2018,German Grand Prix,10,HAM,Mercedes,14,1,1
2018,German Grand Prix,10,BOT,Mercedes,2,2,1
2018,German Grand Prix,10,RAI,Ferrari,3,3,1
2018,German Grand Prix,10,VER,Red Bull,4,4,0
2018,German Grand Prix,10,HUL,Renault,7,5,0
2018,German Grand Prix,10,GRO,Haas F1 Team,6,6,0
2018,German Grand Prix,10,PER,Force India,10,7,0
2018,German Grand Prix,10,OCO,Force India,15,8,0
2018,German Grand Prix,10,ERI,Sauber,13,9,0
2018,German Grand Prix,10,HAR,Toro Rosso,17,10,0
2018,German Grand Prix,10,MAG,Haas F1 Team,5,11,0
2018,German Grand Prix,10,SAI,Renault,8,12,0
2018,German Grand Prix,10,VAN,McLaren,19,13,0
2018,German Grand Prix,10,GAS,Toro Rosso,16,14,0
2018,German Grand Prix,10,LEC,Sauber,9,15,0
2018,German Grand Prix,10,ALO,McLaren,11,16,0
2018,German Grand Prix,10,STR,Williams,18,R,0
2018,German Grand Prix,10,VET,Ferrari,1,R,0
2018,German Grand Prix,10,SIR,Williams,12,R,0
2018,German Grand Prix,10,RIC,Red Bull,20,R,0
2018,Hungarian Grand Prix,11,HAM,Mercedes,1,1,1
2018,Hungarian Grand Prix,11,VET,Ferrari,4,2,1
2018,Hungarian Grand Prix,11,RAI,Ferrari,3,3,1
2018,Hungarian Grand Prix,11,RIC,Red Bull,12,4,0
2018,Hungarian Grand Prix,11,BOT,Mercedes,2,5,0
2018,Hungarian Grand Prix,11,GAS,Toro Rosso,6,6,0
2018,Hungarian Grand Prix,11,MAG,Haas F1 Team,9,7,0
2018,Hungarian Grand Prix,11,ALO,McLaren,11,8,0
2018,Hungarian Grand Prix,11,SAI,Renault,5,9,0
2018,Hungarian Grand Prix,11,GRO,Haas F1 Team,10,10,0
2018,Hungarian Grand Prix,11,HAR,Toro Rosso,8,11,0
2018,Hungarian Grand Prix,11,HUL,Renault,13,12,0
2018,Hungarian Grand Prix,11,OCO,Force India,18,13,0
2018,Hungarian Grand Prix,11,PER,Force India,19,14,0
2018,Hungarian Grand Prix,11,ERI,Sauber,14,15,0
2018,Hungarian Grand Prix,11,SIR,Williams,20,16,0
2018,Hungarian Grand Prix,11,STR,Williams,15,17,0
2018,Hungarian Grand Prix,11,VAN,McLaren,16,R,0
2018,Hungarian Grand Prix,11,VER,Red Bull,7,R,0
2018,Hungarian Grand Prix,11,LEC,Sauber,17,R,0
2018,Belgian Grand Prix,13,VET,Ferrari,2,1,1
2018,Belgian Grand Prix,13,HAM,Mercedes,1,2,1
2018,Belgian Grand Prix,13,VER,Red Bull,7,3,1
2018,Belgian Grand Prix,13,BOT,Mercedes,19,4,0
2018,Belgian Grand Prix,13,PER,Force India,4,5,0
2018,Belgian Grand Prix,13,OCO,Force India,3,6,0
2018,Belgian Grand Prix,13,GRO,Haas F1 Team,5,7,0
2018,Belgian Grand Prix,13,MAG,Haas F1 Team,9,8,0
2018,Belgian Grand Prix,13,GAS,Toro Rosso,10,9,0
2018,Belgian Grand Prix,13,ERI,Sauber,13,10,0
2018,Belgian Grand Prix,13,SAI,Renault,14,11,0
2018,Belgian Grand Prix,13,SIR,Williams,16,12,0
2018,Belgian Grand Prix,13,STR,Williams,17,13,0
2018,Belgian Grand Prix,13,HAR,Toro Rosso,11,14,0
2018,Belgian Grand Prix,13,VAN,McLaren,18,15,0
2018,Belgian Grand Prix,13,RIC,Red Bull,8,R,0
2018,Belgian Grand Prix,13,RAI,Ferrari,6,R,0
2018,Belgian Grand Prix,13,LEC,Sauber,12,R,0
2018,Belgian Grand Prix,13,ALO,McLaren,15,R,0
2018,Belgian Grand Prix,13,HUL,Renault,20,R,0
2018,Italian Grand Prix,14,HAM,Mercedes,3,1,1
2018,Italian Grand Prix,14,RAI,Ferrari,1,2,1
2018,Italian Grand Prix,14,BOT,Mercedes,4,3,1
2018,Italian Grand Prix,14,VET,Ferrari,2,4,0
2018,Italian Grand Prix,14,VER,Red Bull,5,5,0
2018,Italian Grand Prix,14,OCO,Force India,8,6,0
2018,Italian Grand Prix,14,PER,Force India,14,7,0
2018,Italian Grand Prix,14,SAI,Renault,7,8,0
2018,Italian Grand Prix,14,STR,Williams,10,9,0
2018,Italian Grand Prix,14,SIR,Williams,12,10,0
2018,Italian Grand Prix,14,LEC,Sauber,15,11,0
2018,Italian Grand Prix,14,VAN,McLaren,17,12,0
2018,Italian Grand Prix,14,HUL,Renault,20,13,0
2018,Italian Grand Prix,14,GAS,Toro Rosso,9,14,0
2018,Italian Grand Prix,14,ERI,Sauber,18,15,0
2018,Italian Grand Prix,14,MAG,Haas F1 Team,11,16,0
2018,Italian Grand Prix,14,RIC,Red Bull,19,R,0
2018,Italian Grand Prix,14,ALO,McLaren,13,R,0
2018,Italian Grand Prix,14,HAR,Toro Rosso,16,R,0
2018,Italian Grand Prix,14,GRO,Haas F1 Team,6,D,0
2018,Singapore Grand Prix,15,HAM,Mercedes,1,1,1
2018,Singapore Grand Prix,15,VER,Red Bull,2,2,1
2018,Singapore Grand Prix,15,VET,Ferrari,3,3,1
2018,Singapore Grand Prix,15,BOT,Mercedes,4,4,0
2018,Singapore Grand Prix,15,RAI,Ferrari,5,5,0
2018,Singapore Grand Prix,15,RIC,Red Bull,6,6,0
2018,Singapore Grand Prix,15,ALO,McLaren,11,7,0
2018,Singapore Grand Prix,15,SAI,Renault,12,8,0
2018,Singapore Grand Prix,15,LEC,Sauber,13,9,0
2018,Singapore Grand Prix,15,HUL,Renault,10,10,0
2018,Singapore Grand Prix,15,ERI,Sauber,14,11,0
2018,Singapore Grand Prix,15,VAN,McLaren,18,12,0
2018,Singapore Grand Prix,15,GAS,Toro Rosso,15,13,0
2018,Singapore Grand Prix,15,STR,Williams,20,14,0
2018,Singapore Grand Prix,15,GRO,Haas F1 Team,8,15,0
2018,Singapore Grand Prix,15,PER,Force India,7,16,0
2018,Singapore Grand Prix,15,HAR,Toro Rosso,17,17,0
2018,Singapore Grand Prix,15,MAG,Haas F1 Team,16,18,0
2018,Singapore Grand Prix,15,SIR,Williams,19,19,0
2018,Singapore Grand Prix,15,OCO,Force India,9,R,0
2018,Russian Grand Prix,71,HAM,Mercedes,2,1,1
2018,Russian Grand Prix,71,BOT,Mercedes,1,2,1
2018,Russian Grand Prix,71,VET,Ferrari,3,3,1
2018,Russian Grand Prix,71,RAI,Ferrari,4,4,0
2018,Russian Grand Prix,71,VER,Red Bull,19,5,0
2018,Russian Grand Prix,71,RIC,Red Bull,18,6,0
2018,Russian Grand Prix,71,LEC,Sauber,7,7,0
2018,Russian Grand Prix,71,MAG,Haas F1 Team,5,8,0
2018,Russian Grand Prix,71,OCO,Force India,6,9,0
2018,Russian Grand Prix,71,PER,Force India,8,10,0
2018,Russian Grand Prix,71,GRO,Haas F1 Team,9,11,0
2018,Russian Grand Prix,71,HUL,Renault,12,12,0
2018,Russian Grand Prix,71,ERI,Sauber,10,13,0
2018,Russian Grand Prix,71,ALO,McLaren,16,14,0
2018,Russian Grand Prix,71,STR,Williams,14,15,0
2018,Russian Grand Prix,71,VAN,McLaren,15,16,0
2018,Russian Grand Prix,71,SAI,Renault,11,17,0
2018,Russian Grand Prix,71,SIR,Williams,13,18,0
2018,Russian Grand Prix,71,GAS,Toro Rosso,17,R,0
2018,Russian Grand Prix,71,HAR,Toro Rosso,20,R,0
2018,Japanese Grand Prix,22,HAM,Mercedes,1,1,1
2018,Japanese Grand Prix,22,BOT,Mercedes,2,2,1
2018,Japanese Grand Prix,22,VER,Red Bull,3,3,1
2018,Japanese Grand Prix,22,RIC,Red Bull,15,4,0
2018,Japanese Grand Prix,22,RAI,Ferrari,4,5,0
2018,Japanese Grand Prix,22,VET,Ferrari,8,6,0
2018,Japanese Grand Prix,22,PER,Force India,9,7,0
2018,Japanese Grand Prix,22,GRO,Haas F1 Team,5,8,0
2018,Japanese Grand Prix,22,OCO,Force India,11,9,0
2018,Japanese Grand Prix,22,SAI,Renault,13,10,0
2018,Japanese Grand Prix,22,GAS,Toro Rosso,7,11,0
2018,Japanese Grand Prix,22,ERI,Sauber,20,12,0
2018,Japanese Grand Prix,22,HAR,Toro Rosso,6,13,0
2018,Japanese Grand Prix,22,ALO,McLaren,18,14,0
2018,Japanese Grand Prix,22,VAN,McLaren,19,15,0
2018,Japanese Grand Prix,22,SIR,Williams,17,16,0
2018,Japanese Grand Prix,22,STR,Williams,14,17,0
2018,Japanese Grand Prix,22,LEC,Sauber,10,R,0
2018,Japanese Grand Prix,22,HUL,Renault,16,R,0
2018,Japanese Grand Prix,22,MAG,Haas F1 Team,12,R,0
2018,United States Grand Prix,69,RAI,Ferrari,2,1,1
2018,United States Grand Prix,69,VER,Red Bull,18,2,1
2018,United States Grand Prix,69,HAM,Mercedes,1,3,1
2018,United States Grand Prix,69,VET,Ferrari,5,4,0
2018,United States Grand Prix,69,BOT,Mercedes,3,5,0
2018,United States Grand Prix,69,HUL,Renault,7,6,0
2018,United States Grand Prix,69,SAI,Renault,11,7,0
2018,United States Grand Prix,69,PER,Force India,10,8,0
2018,United States Grand Prix,69,HAR,Toro Rosso,20,9,0
2018,United States Grand Prix,69,ERI,Sauber,16,10,0
2018,United States Grand Prix,69,VAN,McLaren,17,11,0
2018,United States Grand Prix,69,GAS,Toro Rosso,19,12,0
2018,United States Grand Prix,69,SIR,Williams,14,13,0
2018,United States Grand Prix,69,STR,Williams,15,14,0
2018,United States Grand Prix,69,LEC,Sauber,9,R,0
2018,United States Grand Prix,69,RIC,Red Bull,4,R,0
2018,United States Grand Prix,69,GRO,Haas F1 Team,8,R,0
2018,United States Grand Prix,69,ALO,McLaren,13,R,0
2018,United States Grand Prix,69,OCO,Force India,6,D,0
2018,United States Grand Prix,69,MAG,Haas F1 Team,12,D,0
2018,Mexican Grand Prix,32,VER,Red Bull,2,1,1
2018,Mexican Grand Prix,32,VET,Ferrari,4,2,1
2018,Mexican Grand Prix,32,RAI,Ferrari,6,3,1
2018,Mexican Grand Prix,32,HAM,Mercedes,3,4,0
2018,Mexican Grand Prix,32,BOT,Mercedes,5,5,0
2018,Mexican Grand Prix,32,HUL,Renault,7,6,0
2018,Mexican Grand Prix,32,LEC,Sauber,9,7,0
2018,Mexican Grand Prix,32,VAN,McLaren,15,8,0
2018,Mexican Grand Prix,32,ERI,Sauber,10,9,0
2018,Mexican Grand Prix,32,GAS,Toro Rosso,20,10,0
2018,Mexican Grand Prix,32,OCO,Force India,11,11,0
2018,Mexican Grand Prix,32,STR,Williams,17,12,0
2018,Mexican Grand Prix,32,SIR,Williams,19,13,0
2018,Mexican Grand Prix,32,HAR,Toro Rosso,14,14,0
2018,Mexican Grand Prix,32,MAG,Haas F1 Team,16,15,0
2018,Mexican Grand Prix,32,GRO,Haas F1 Team,18,16,0
2018,Mexican Grand Prix,32,RIC,Red Bull,1,R,0
2018,Mexican Grand Prix,32,PER,Force India,13,R,0
2018,Mexican Grand Prix,32,SAI,Renault,8,R,0
2018,Mexican Grand Prix,32,ALO,McLaren,12,R,0
2018,Brazilian Grand Prix,18,HAM,Mercedes,1,1,1
2018,Brazilian Grand Prix,18,VER,Red Bull,5,2,1
2018,Brazilian Grand Prix,18,RAI,Ferrari,4,3,1
2018,Brazilian Grand Prix,18,RIC,Red Bull,11,4,0
2018,Brazilian Grand Prix,18,BOT,Mercedes,3,5,0
2018,Brazilian Grand Prix,18,VET,Ferrari,2,6,0
2018,Brazilian Grand Prix,18,LEC,Sauber,7,7,0
2018,Brazilian Grand Prix,18,GRO,Haas F1 Team,8,8,0
2018,Brazilian Grand Prix,18,MAG,Haas F1 Team,10,9,0
2018,Brazilian Grand Prix,18,PER,Force India,12,10,0
2018,Brazilian Grand Prix,18,HAR,Toro Rosso,16,11,0
2018,Brazilian Grand Prix,18,SAI,Renault,15,12,0
2018,Brazilian Grand Prix,18,GAS,Toro Rosso,9,13,0
2018,Brazilian Grand Prix,18,VAN,McLaren,20,14,0
2018,Brazilian Grand Prix,18,OCO,Force India,18,15,0
2018,Brazilian Grand Prix,18,SIR,Williams,14,16,0
2018,Brazilian Grand Prix,18,ALO,McLaren,17,17,0
2018,Brazilian Grand Prix,18,STR,Williams,19,18,0
2018,Brazilian Grand Prix,18,HUL,Renault,13,R,0
2018,Brazilian Grand Prix,18,ERI,Sauber,6,R,0
2018,Abu Dhabi Grand Prix,24,HAM,Mercedes,1,1,1
2018,Abu Dhabi Grand Prix,24,VET,Ferrari,3,2,1
2018,Abu Dhabi Grand Prix,24,VER,Red Bull,6,3,1
2018,Abu Dhabi Grand Prix,24,RIC,Red Bull,5,4,0
2018,Abu Dhabi Grand Prix,24,BOT,Mercedes,2,5,0
2018,Abu Dhabi Grand Prix,24,SAI,Renault,11,6,0
2018,Abu Dhabi Grand Prix,24,LEC,Sauber,8,7,0
2018,Abu Dhabi Grand Prix,24,PER,Force India,14,8,0
2018,Abu Dhabi Grand Prix,24,GRO,Haas F1 Team,7,9,0
2018,Abu Dhabi Grand Prix,24,MAG,Haas F1 Team,13,10,0
2018,Abu Dhabi Grand Prix,24,ALO,McLaren,15,11,0
2018,Abu Dhabi Grand Prix,24,HAR,Toro Rosso,16,12,0
2018,Abu Dhabi Grand Prix,24,STR,Williams,20,13,0
2018,Abu Dhabi Grand Prix,24,VAN,McLaren,18,14,0
2018,Abu Dhabi Grand Prix,24,SIR,Williams,19,15,0
2018,Abu Dhabi Grand Prix,24,GAS,Toro Rosso,17,R,0
2018,Abu Dhabi Grand Prix,24,OCO,Force India,9,R,0
2018,Abu Dhabi Grand Prix,24,ERI,Sauber,12,R,0
2018,Abu Dhabi Grand Prix,24,RAI,Ferrari,4,R,0
2018,Abu Dhabi Grand Prix,24,HUL,Renault,10,R,0
2019,Australian Grand Prix,1,BOT,Mercedes,2,1,1
2019,Australian Grand Prix,1,HAM,Mercedes,1,2,1
2019,Australian Grand Prix,1,VER,Red Bull,4,3,1
2019,Australian Grand Prix,1,VET,Ferrari,3,4,0
2019,Australian Grand Prix,1,LEC,Ferrari,5,5,0
2019,Australian Grand Prix,1,MAG,Haas F1 Team,7,6,0
2019,Australian Grand Prix,1,HUL,Renault,11,7,0
2019,Australian Grand Prix,1,RAI,Alfa Romeo,9,8,0
2019,Australian Grand Prix,1,STR,Racing Point,16,9,0
2019,Australian Grand Prix,1,KVY,Toro Rosso,15,10,0
2019,Australian Grand Prix,1,GAS,Red Bull,17,11,0
2019,Australian Grand Prix,1,NOR,McLaren,8,12,0
2019,Australian Grand Prix,1,PER,Racing Point,10,13,0
2019,Australian Grand Prix,1,ALB,Toro Rosso,13,14,0
2019,Australian Grand Prix,1,GIO,Alfa Romeo,14,15,0
2019,Australian Grand Prix,1,RUS,Williams,19,16,0
2019,Australian Grand Prix,1,KUB,Williams,20,17,0
2019,Australian Grand Prix,1,GRO,Haas F1 Team,6,R,0
2019,Australian Grand Prix,1,RIC,Renault,12,R,0
2019,Australian Grand Prix,1,SAI,McLaren,18,R,0
2019,Bahrain Grand Prix,3,HAM,Mercedes,3,1,1
2019,Bahrain Grand Prix,3,BOT,Mercedes,4,2,1
2019,Bahrain Grand Prix,3,LEC,Ferrari,1,3,1
2019,Bahrain Grand Prix,3,VER,Red Bull,5,4,0
2019,Bahrain Grand Prix,3,VET,Ferrari,2,5,0
2019,Bahrain Grand Prix,3,NOR,McLaren,9,6,0
2019,Bahrain Grand Prix,3,RAI,Alfa Romeo,8,7,0
2019,Bahrain Grand Prix,3,GAS,Red Bull,13,8,0
2019,Bahrain Grand Prix,3,ALB,Toro Rosso,12,9,0
2019,Bahrain Grand Prix,3,PER,Racing Point,14,10,0
2019,Bahrain Grand Prix,3,GIO,Alfa Romeo,16,11,0
2019,Bahrain Grand Prix,3,KVY,Toro Rosso,15,12,0
2019,Bahrain Grand Prix,3,MAG,Haas F1 Team,6,13,0
2019,Bahrain Grand Prix,3,STR,Racing Point,18,14,0
2019,Bahrain Grand Prix,3,RUS,Williams,19,15,0
2019,Bahrain Grand Prix,3,KUB,Williams,20,16,0
2019,Bahrain Grand Prix,3,HUL,Renault,17,R,0
2019,Bahrain Grand Prix,3,RIC,Renault,10,R,0
2019,Bahrain Grand Prix,3,SAI,McLaren,7,R,0
2019,Bahrain Grand Prix,3,GRO,Haas F1 Team,11,R,0
2019,Chinese Grand Prix,17,HAM,Mercedes,2,1,1
2019,Chinese Grand Prix,17,BOT,Mercedes,1,2,1
2019,Chinese Grand Prix,17,VET,Ferrari,3,3,1
2019,Chinese Grand Prix,17,VER,Red Bull,5,4,0
2019,Chinese Grand Prix,17,LEC,Ferrari,4,5,0
2019,Chinese Grand Prix,17,GAS,Red Bull,6,6,0
2019,Chinese Grand Prix,17,RIC,Renault,7,7,0
2019,Chinese Grand Prix,17,PER,Racing Point,12,8,0
2019,Chinese Grand Prix,17,RAI,Alfa Romeo,13,9,0
2019,Chinese Grand Prix,17,ALB,Toro Rosso,11,10,0
2019,Chinese Grand Prix,17,GRO,Haas F1 Team,10,11,0
2019,Chinese Grand Prix,17,STR,Racing Point,16,12,0
2019,Chinese Grand Prix,17,MAG,Haas F1 Team,9,13,0
2019,Chinese Grand Prix,17,SAI,McLaren,14,14,0
2019,Chinese Grand Prix,17,GIO,Alfa Romeo,19,15,0
2019,Chinese Grand Prix,17,RUS,Williams,17,16,0
2019,Chinese Grand Prix,17,KUB,Williams,18,17,0
2019,Chinese Grand Prix,17,NOR,McLaren,15,18,0
2019,Chinese Grand Prix,17,KVY,Toro Rosso,11,R,0
2019,Chinese Grand Prix,17,HUL,Renault,8,R,0
2019,Azerbaijan Grand Prix,73,BOT,Mercedes,1,1,1
2019,Azerbaijan Grand Prix,73,HAM,Mercedes,2,2,1
2019,Azerbaijan Grand Prix,73,VET,Ferrari,3,3,1
2019,Azerbaijan Grand Prix,73,VER,Red Bull,4,4,0
2019,Azerbaijan Grand Prix,73,LEC,Ferrari,8,5,0
2019,Azerbaijan Grand Prix,73,PER,Racing Point,5,6,0
2019,Azerbaijan Grand Prix,73,SAI,McLaren,9,7,0
2019,Azerbaijan Grand Prix,73,NOR,McLaren,7,8,0
2019,Azerbaijan Grand Prix,73,STR,Racing Point,13,9,0
2019,Azerbaijan Grand Prix,73,RAI,Alfa Romeo,11,10,0
2019,Azerbaijan Grand Prix,73,ALB,Toro Rosso,11,11,0
2019,Azerbaijan Grand Prix,73,GIO,Alfa Romeo,17,12,0
2019,Azerbaijan Grand Prix,73,MAG,Haas F1 Team,12,13,0
2019,Azerbaijan Grand Prix,73,HUL,Renault,15,14,0
2019,Azerbaijan Grand Prix,73,RUS,Williams,16,15,0
2019,Azerbaijan Grand Prix,73,KUB,Williams,11,16,0
2019,Azerbaijan Grand Prix,73,GAS,Red Bull,11,R,0
2019,Azerbaijan Grand Prix,73,GRO,Haas F1 Team,14,R,0
2019,Azerbaijan Grand Prix,73,KVY,Toro Rosso,6,R,0
2019,Azerbaijan Grand Prix,73,RIC,Renault,10,R,0
2019,Spanish Grand Prix,4,HAM,Mercedes,2,1,1
